Material Name,Density (g/cc),Melting Point (°C),Specific Heat (J/g-°C),Thermal Cond. (W/m-K),CTE (µm/m-°C),Flash Point (°C),Autoignition Temp (°C),UL94 Flammability,Limiting Oxygen Index (%),Smoke Density (Ds),Char Yield (%),Decomp. Temp (°C),Heat of Combustion (MJ/kg),Flame Spread Index,descriptor_count_used,Base_Resistance_Target
Silicon Carbide (Recrystallized),2.7,2730.0,0.85,35.0,4.8,,,Non,0.0,0.0,0.0,2730.0,0.0,0.0,7,0.6612232627498023
Silicon Carbide (SSIC),3.15,2730.0,0.7,120.0,4.0,,,Non,0.0,0.0,0.0,2730.0,0.0,0.0,7,0.6612232627498023
Silicon Carbide (Sintered),3.15,,0.7,110.0,4.0,,,Non,0.0,0.0,0.0,2700.0,0.0,0.0,6,0.6532835097947008
Silicon Carbide Brick,2.6,2500.0,0.8,15.0,4.5,,,Non,0.0,0.0,0.0,2500.0,0.0,0.0,7,0.6457828683970073
Silicon Carbide Fiber,3.0,2700.0,0.7,20.0,3.0,,,Non,0.0,0.0,0.0,2700.0,0.0,0.0,7,0.659209298269003
Silicon Carbide Fiber (Nicalon),2.55,,0.7,3.0,3.5,,,Non,0.0,0.0,0.0,1300.0,0.0,0.0,6,0.5984202759989489
Silicon Carbide Foam,0.4,2700.0,0.7,5.0,4.0,,,Non,0.0,0.0,0.0,2700.0,0.0,0.0,7,0.659209298269003
Silicon Crystal,2.33,1410.0,0.7,148.0,2.6,,,Non,0.0,0.0,0.0,1410.0,0.0,0.0,7,0.5726088255946309
Silicon Dioxide (Cristobalite),2.33,1713.0,0.75,1.5,10.0,,,Non,0.0,0.0,0.0,1713.0,0.0,0.0,7,0.5929498668507043
Silicon Dioxide (Tridymite),2.26,1670.0,0.75,1.4,12.0,,,Non,0.0,0.0,0.0,1670.0,0.0,0.0,7,0.5900631844282253
Silicon Hexaboride,2.44,1850.0,1.25,20.0,5.0,,,Non,0.0,0.0,0.0,1850.0,0.0,0.0,7,0.6021469713130214
Silicon Hydride (Silane),0.001,-185.0,1.25,,,-50.0,,,,0.0,-112.0,45.2,,,5,0.26951371486036696
Silicon Nitride,3.2,1900.0,0.7,30.0,3.3,,,Non,0.0,0.0,0.0,1900.0,0.0,0.0,7,0.6055035787810203
Silicon Nitride (Alpha),3.18,1900.0,0.71,30.0,3.3,,,Non,0.0,0.0,0.0,1900.0,0.0,0.0,7,0.6055035787810203
Silicon Nitride (Beta),3.19,1900.0,0.71,33.0,3.3,,,Non,0.0,0.0,0.0,1900.0,0.0,0.0,7,0.6055035787810203
Silicon Nitride (HPSN),3.2,1900.0,0.7,30.0,3.3,,,Non,0.0,0.0,0.0,1900.0,0.0,0.0,7,0.6055035787810203
Silicon Nitride (Sintered),3.17,1900.0,0.7,30.0,3.3,,,Non,0.0,0.0,0.0,1900.0,0.0,0.0,7,0.6055035787810203
Silicon Oxynitride,2.8,,0.75,15.0,3.0,,,Non,0.0,0.0,0.0,1600.0,0.0,0.0,6,0.6101766832408957
Silicon Powder,2.33,1414.0,0.7,149.0,2.6,,780.0,Non,0.0,0.0,0.0,1414.0,32.0,0.0,8,0.623762988612489
Silicon Tetraboride,2.41,1850.0,1.2,25.0,4.5,,,Non,0.0,0.0,0.0,1850.0,0.0,0.0,7,0.6021469713130214
Silicon-Aluminum Alloy (Al-Si12),2.65,575.0,0.96,160.0,20.0,,,Non,0.0,0.0,0.0,575.0,0.0,0.0,7,0.516553480879049
Silicone (Glass Filled),1.8,,1.0,0.5,20.0,500.0,550.0,V-0,45.0,15.0,60.0,500.0,18.0,5.0,8,0.6732965281347106
Silicone (LSR),1.15,300.0,1.25,0.2,260.0,430.0,460.0,V-1,30.0,25.0,40.0,410.0,21.0,15.0,9,0.5659341509560762
Silicone Rubber,1.21,310.0,1.25,0.225,255.0,435.0,450.0,V-1,30.0,51.0,35.0,410.0,25.0,22.5,9,0.5598387185557498
Silicone Sealant,1.05,,1.25,0.2,300.0,,450.0,V-1,28.0,100.0,30.0,420.0,25.0,30.0,7,0.586958177943418
Silicone Sponge,0.3,,1.25,0.07,,,450.0,V-1,30.0,80.0,35.0,450.0,25.0,30.0,7,0.5945651346986099
Silicone-Fluorosilicone Blend,1.45,,1.2,0.24,220.0,,480.0,V-0,35.0,80.0,40.0,480.0,20.0,15.0,7,0.6142038345468472
Silk Fiber,1.34,,1.38,0.05,,,550.0,HB,24.0,80.0,35.0,280.0,19.0,80.0,7,0.5853314500134902
Silver,10.5,961.0,0.23,429.0,18.9,,,Non,0.0,0.0,0.0,961.0,0.0,0.0,7,0.5424664905320007
Silver (99.9%),10.5,961.0,0.24,429.0,18.9,,,Non,0.0,0.0,0.0,961.0,0.0,0.0,7,0.5424664905320007
Silver (Sterling),10.4,890.0,0.235,410.0,19.0,,,Non,0.0,0.0,0.0,890.0,0.0,0.0,7,0.5377001079274422
Silver Azide,5.15,252.0,0.35,0.18,,,273.0,,,1000.0,0.0,273.0,2.5,,6,0.31353965368072473
Silver Bromide,6.47,432.0,0.25,1.1,35.0,,,Non,0.0,0.0,0.0,432.0,0.0,0.0,7,0.5069535835205722
Silver Bromide Crystal,6.47,432.0,0.29,1.0,35.0,,,Non,0.0,0.0,0.0,432.0,0.0,0.0,7,0.5069535835205722
Silver Carbonate,6.08,,0.25,0.8,35.0,,,Non,0.0,0.0,0.0,210.0,0.0,0.0,6,0.5557053296865418
Silver Chloride,5.56,455.0,0.35,1.15,30.0,,,Non,0.0,0.0,0.0,455.0,0.0,0.0,7,0.5084976229558517
Silver Chloride Crystal,5.56,455.0,0.35,1.1,30.0,,,Non,0.0,0.0,0.0,455.0,0.0,0.0,7,0.5084976229558517
Silver Iodide,5.67,558.0,0.25,1.0,20.0,,,Non,0.0,0.0,0.0,558.0,0.0,0.0,7,0.5154122343399293
Silver Nitrate,4.35,212.0,0.35,0.5,50.0,,,Non,0.0,0.0,0.0,444.0,0.0,0.0,7,0.4999773291760388
Silver Oxide (Ag2O),7.14,280.0,0.35,0.7,35.0,,,Non,0.0,0.0,0.0,280.0,0.0,0.0,7,0.49674949681785535
Silver Silicide,9.5,800.0,0.25,35.0,18.5,,,Non,0.0,0.0,0.0,800.0,0.0,0.0,7,0.5316582144850441
Silver Sulfide,7.23,845.0,0.25,0.5,25.0,,,Non,0.0,0.0,0.0,845.0,0.0,0.0,7,0.5346791612062431
Sisal Fiber,1.45,,1.55,0.12,,250.0,350.0,HB,23.0,120.0,25.0,280.0,18.0,150.0,8,0.5190033528406479
Slag (Blast Furnace),2.8,1350.0,0.85,0.8,,,,Non,0.0,0.0,0.0,1350.0,0.0,0.0,7,0.5685808966330322
Slate (Structural),2.8,,0.76,2.1,9.5,,,Non,0.0,0.0,0.0,1100.0,0.0,0.0,6,0.5905826711709842
Soda-Lime Glass,2.5,1000.0,0.84,1.0,9.0,,,Non,0.0,0.0,0.0,1000.0,0.0,0.0,7,0.5450846443570397
Sodium,0.97,97.8,1.23,142.0,70.0,,115.0,HB,0.0,0.0,0.0,883.0,40.0,350.0,8,0.3720252238378845
Sodium (Metal),0.97,98.0,1.23,142.0,70.0,,115.0,Non,0.0,0.0,0.0,883.0,0.0,0.0,8,0.46266196414236765
Sodium Alumino Silicate (Albite),2.62,1118.0,0.85,1.6,9.0,,,Non,0.0,0.0,0.0,1118.0,0.0,0.0,7,0.5530062379815173
Sodium Bromide,3.21,747.0,0.5,1.8,42.0,,,Non,0.0,0.0,0.0,747.0,0.0,0.0,7,0.5281002105689653
Sodium Carbonate,2.54,851.0,1.05,0.5,25.0,,,Non,0.0,0.0,0.0,851.0,0.0,0.0,7,0.535081954102403
Sodium Chlorate,2.49,248.0,0.82,0.4,,,,,,1000.0,0.0,300.0,0.0,,5,0.3110635785482308
Sodium Chloride,2.16,801.0,0.85,6.5,40.0,,,Non,0.0,0.0,0.0,801.0,0.0,0.0,7,0.5317253466344042
Sodium Chloride Crystal,2.16,801.0,0.85,6.5,44.0,,,Non,0.0,0.0,0.0,801.0,0.0,0.0,7,0.5317253466344042
Sodium Hydride,1.4,800.0,1.25,1.2,60.0,,,Non,0.0,0.0,0.0,800.0,0.0,0.0,7,0.5316582144850441
Sodium Iodide,3.67,661.0,0.35,1.5,48.0,,,Non,0.0,0.0,0.0,661.0,0.0,0.0,7,0.5223268457240071
Sodium Iodide (Tl doped),3.67,651.0,0.35,1.8,47.0,,,Non,0.0,0.0,0.0,651.0,0.0,0.0,7,0.5216555242304074
Sodium Nitrate,2.26,308.0,1.1,0.5,35.0,,,Non,0.0,500.0,0.0,380.0,0.0,0.0,7,0.4353963974140765
Sodium Phosphide,1.74,,1.2,0.3,,,,Non,0.0,0.0,0.0,650.0,0.0,0.0,6,0.572948060308064
Solder (60/40 Sn-Pb),8.5,183.0,0.15,50.0,24.0,,,Non,0.0,0.0,0.0,183.0,0.0,0.0,7,0.49023767832993753
Solder (Lead-Free Sn-Ag-Cu),7.4,217.0,0.22,58.0,22.0,,,Non,0.0,0.0,0.0,217.0,0.0,0.0,7,0.4925201714081768
Solid Rocket Propellant (APCP),1.75,,1.25,0.5,,,280.0,,,1000.0,20.0,300.0,6.5,,5,0.3611121991514542
Southern Yellow Pine,0.61,,1.65,0.14,3.8,255.0,360.0,HB,23.0,55.0,23.0,300.0,18.5,95.0,8,0.5426696412044537
Soybean Oil,0.92,,1.95,0.16,,282.0,445.0,HB,16.0,650.0,5.0,300.0,39.0,350.0,8,0.4141569035395246
Spinel (MgAl2O4),3.58,2135.0,0.88,15.0,7.6,,,Non,0.0,0.0,0.0,2135.0,0.0,0.0,7,0.6212796338806152
Spinel (Synthetic),3.58,2135.0,0.79,15.0,7.5,,,Non,0.0,0.0,0.0,2135.0,0.0,0.0,7,0.6212796338806152
Spring Steel (1095),7.84,1420.0,0.48,48.0,11.5,,,Non,0.0,0.0,0.0,1420.0,0.0,0.0,7,0.5732801470882307
Stainless (17-4 PH),7.8,1440.0,0.46,17.9,10.8,,,Non,0.0,0.0,0.0,1440.0,0.0,0.0,7,0.5746227900754303
Stainless (316L),8.0,1400.0,0.5,16.3,16.0,,,Non,0.0,0.0,0.0,1400.0,0.0,0.0,7,0.5719375041010312
Stainless (410),7.8,1510.0,0.46,24.9,11.0,,,Non,0.0,0.0,0.0,1510.0,0.0,0.0,7,0.5793220405306287
Stainless Steel (304),8.0,1450.0,0.5,16.2,17.2,,,Non,0.0,0.0,0.0,1450.0,0.0,0.0,7,0.5752941115690301
Stainless Steel 13-8 Mo,7.76,1400.0,0.46,14.0,10.5,,,Non,0.0,0.0,0.0,1400.0,0.0,0.0,7,0.5719375041010312
Stainless Steel 15-5 PH,7.8,1400.0,0.46,17.8,10.8,,,Non,0.0,0.0,0.0,1400.0,0.0,0.0,7,0.5719375041010312
Stainless Steel 17-4 PH,7.8,1420.0,0.46,17.9,10.8,,,Non,0.0,0.0,0.0,1420.0,0.0,0.0,7,0.5732801470882307
Stainless Steel 304,8.0,1400.0,0.5,16.2,17.2,,,Non,0.0,0.0,0.0,1400.0,0.0,0.0,7,0.5719375041010312
Stainless Steel 310,7.9,1400.0,0.5,14.0,15.8,,,Non,0.0,0.0,0.0,1400.0,0.0,0.0,7,0.5719375041010312
Stainless Steel 310S,7.9,1400.0,0.5,14.0,15.8,,,Non,0.0,0.0,0.0,1400.0,0.0,0.0,7,0.5719375041010312
Stainless Steel 316,8.0,1390.0,0.5,15.9,16.0,,,Non,0.0,0.0,0.0,1390.0,0.0,0.0,7,0.5712661826074313
Stainless Steel 321,7.92,1425.0,0.5,16.1,16.6,,,Non,0.0,0.0,0.0,1425.0,0.0,0.0,7,0.5736158078350305
Stainless Steel 347,7.96,1425.0,0.5,16.1,16.6,,,Non,0.0,0.0,0.0,1425.0,0.0,0.0,7,0.5736158078350305
Stainless Steel 409,7.8,1500.0,0.46,25.0,11.0,,,Non,0.0,0.0,0.0,1500.0,0.0,0.0,7,0.5786507190370289
Stainless Steel 410,7.75,1480.0,0.46,24.9,11.0,,,Non,0.0,0.0,0.0,1480.0,0.0,0.0,7,0.5773080760498294
Stainless Steel 420,7.8,1450.0,0.46,24.9,10.3,,,Non,0.0,0.0,0.0,1450.0,0.0,0.0,7,0.5752941115690301
Stainless Steel 430,7.7,1450.0,0.46,26.0,10.4,,,Non,0.0,0.0,0.0,1450.0,0.0,0.0,7,0.5752941115690301
Stainless Steel 431,7.8,1425.0,0.46,20.2,10.2,,,Non,0.0,0.0,0.0,1425.0,0.0,0.0,7,0.5736158078350305
Stainless Steel 440C,7.8,1400.0,0.46,24.0,10.1,,,Non,0.0,0.0,0.0,1400.0,0.0,0.0,7,0.5719375041010312
Stainless Steel 446,7.6,1455.0,0.5,21.6,10.4,,,Non,0.0,0.0,0.0,1455.0,0.0,0.0,7,0.57562977231583
Stainless Steel Fiber (316L),8.0,1400.0,0.5,16.0,16.5,,,Non,0.0,0.0,0.0,1400.0,0.0,0.0,7,0.5719375041010312
Starch Based Plastic,1.25,,1.6,0.25,150.0,,350.0,HB,20.0,250.0,25.0,200.0,18.0,150.0,7,0.4948718825495525
Stearic Acid,0.94,69.0,2.1,0.18,,196.0,395.0,HB,16.0,600.0,5.0,280.0,38.0,350.0,9,0.36416840626458546
Steatite,2.7,1350.0,0.875,3.0,8.25,,,Non,0.0,0.0,0.0,1350.0,0.0,0.0,7,0.5685808966330322
Steatite (Ceramic),2.7,1350.0,0.85,3.0,8.0,,,Non,0.0,0.0,0.0,1350.0,0.0,0.0,7,0.5685808966330322
Steel (1018 Mild),7.87,1515.0,0.48,51.9,11.5,,,Non,0.0,0.0,0.0,1515.0,0.0,0.0,7,0.5796577012774285
Steel (4140 Alloy),7.85,1480.0,0.47,42.6,12.2,,,Non,0.0,0.0,0.0,1480.0,0.0,0.0,7,0.5773080760498294
Steel (Tool D2),7.7,1420.0,0.46,20.0,10.4,,,Non,0.0,0.0,0.0,1420.0,0.0,0.0,7,0.5732801470882307
Steel Foam,1.8,1500.0,0.48,12.0,11.5,,,Non,0.0,0.0,0.0,1500.0,0.0,0.0,7,0.5786507190370289
Stellite 1,8.69,1255.0,0.42,14.0,11.5,,,Non,0.0,0.0,0.0,1255.0,0.0,0.0,7,0.5622033424438343
Stellite 12,8.45,1280.0,0.42,14.5,11.4,,,Non,0.0,0.0,0.0,1280.0,0.0,0.0,7,0.5638816461778337
Stellite 21,8.33,1295.0,0.43,14.5,11.5,,,Non,0.0,0.0,0.0,1295.0,0.0,0.0,7,0.5648886284182334
Stellite 6,8.44,1285.0,0.42,14.8,11.3,,,Non,0.0,0.0,0.0,1285.0,0.0,0.0,7,0.5642173069246336
Straw Bale,0.12,,1.8,0.06,,,,B-2,22.0,100.0,25.0,200.0,17.0,100.0,6,0.5480644121110491
Strontium (Metal),2.64,777.0,0.3,35.0,22.0,,,Non,0.0,0.0,0.0,1382.0,0.0,0.0,7,0.5504359647108442
Strontium Aluminate (SrAl2O4),3.55,2000.0,0.45,2.5,9.0,,,Non,0.0,0.0,0.0,2000.0,0.0,0.0,7,0.6122167937170182
Strontium Bromide,4.22,643.0,0.35,1.2,28.0,,,Non,0.0,0.0,0.0,643.0,0.0,0.0,7,0.5211184670355276
Strontium Carbonate,3.7,,0.55,1.8,20.0,,,Non,0.0,0.0,0.0,1497.0,0.0,0.0,6,0.606140316754494
Strontium Chloride,3.05,874.0,0.55,1.5,30.0,,,Non,0.0,0.0,0.0,874.0,0.0,0.0,7,0.5366259935376825
Strontium Chromite (SrCrO4),3.9,1200.0,0.45,2.5,12.5,,,Non,0.0,0.0,0.0,1200.0,0.0,0.0,7,0.5585110742290355
Strontium Hafnate (SrHfO3),6.85,2850.0,0.3,2.2,8.0,,,Non,0.0,0.0,0.0,2850.0,0.0,0.0,7,0.6692791206729998
Strontium Hexaboride (SrB6),3.45,2245.0,0.65,22.0,7.5,,,Non,0.0,0.0,0.0,2245.0,0.0,0.0,7,0.6286641703102128
Strontium Hydride,3.26,1050.0,0.45,1.8,20.0,,,Non,0.0,0.0,0.0,1050.0,0.0,0.0,7,0.5484412518250387
Strontium Iodide,4.55,515.0,0.3,1.0,35.0,,,Non,0.0,0.0,0.0,515.0,0.0,0.0,7,0.5125255519174503
Strontium Nitrate,2.9850000000000003,570.0,0.55,0.61,22.0,,,Non,0.0,500.0,0.0,570.0,0.0,0.0,7,0.4505665596280474
Strontium Oxide (SrO),4.7,2530.0,0.45,15.0,13.5,,,Non,0.0,0.0,0.0,2530.0,0.0,0.0,7,0.6477968328778066
Strontium Silicate (SrSiO3),3.65,1580.0,0.45,1.8,12.5,,,Non,0.0,0.0,0.0,1580.0,0.0,0.0,7,0.5840212909858272
Strontium Stannate (SrSnO3),6.5,2050.0,0.3,2.8,9.0,,,Non,0.0,0.0,0.0,2050.0,0.0,0.0,7,0.615573401185017
Strontium Titanate,5.115,2080.0,0.5,11.0,9.4,,,Non,0.0,0.0,0.0,2080.0,0.0,0.0,7,0.6175873656658164
Strontium Titanate (SrTiO3),5.11,2080.0,0.55,11.0,9.4,,,Non,0.0,0.0,0.0,2080.0,0.0,0.0,7,0.6175873656658164
Strontium Zirconate (SrZrO3),5.45,2650.0,0.45,2.8,8.5,,,Non,0.0,0.0,0.0,2650.0,0.0,0.0,7,0.6558526908010041
Structural Steel (A36),7.85,1510.0,0.48,50.0,11.7,,,Non,0.0,0.0,0.0,1510.0,0.0,0.0,7,0.5793220405306287
Stucco (Portland Base),1.85,,0.9,0.7,10.5,,,Non,0.0,0.0,0.0,1200.0,0.0,0.0,6,0.5945014735849665
Stucco Render,1.8,,0.9,0.7,11.0,,,Non,0.0,0.0,0.0,1200.0,0.0,0.0,6,0.5945014735849665
Styrene,0.91,-31.0,1.75,0.14,31.0,490.0,,,,5.0,,42.5,,,4,0.4512745256124394
Styrene Acrylonitrile (SAN),1.08,115.0,1.3250000000000002,0.15,67.5,350.0,430.0,HB,18.0,245.0,5.0,280.0,38.0,200.0,9,0.45997184657648105
Styrene Butadiene Rubber (SBR),0.95,,1.9,0.22,230.0,,350.0,HB,17.0,700.0,5.0,240.0,40.0,300.0,7,0.38355421896904335
Styrene Maleic Anhydride (SMA),1.15,,1.3,0.18,60.0,,460.0,HB,20.0,350.0,15.0,300.0,30.0,180.0,7,0.4939002829733462
Styrenic Block Copolymer (SBS),0.94,,1.9,0.18,200.0,,350.0,HB,17.0,700.0,5.0,240.0,40.0,300.0,7,0.38355421896904335
Styrenic Block Copolymer (SEBS),0.91,,2.0,0.2,180.0,,370.0,HB,18.0,600.0,5.0,260.0,42.0,250.0,7,0.4166510431009803
Sulfur,2.07,115.0,0.71,0.2,64.0,160.0,232.0,,,100.0,444.0,9.3,,,6,0.4470490494303152
Sulfur Concrete,2.4,119.0,0.75,0.3,60.0,160.0,232.0,HB,19.0,500.0,100.0,444.0,9.3,250.0,9,0.39605257900134605
Sulfur Dioxide,0.003,-72.0,0.65,0.01,,,,,,0.0,-10.0,0.0,,,4,0.32828427203260124
Sulfuric Acid,1.84,10.0,1.4,0.33,,,,,,0.0,337.0,0.0,,,4,0.4686444834965599
Syndiotactic Polystyrene,1.01,270.0,1.25,0.15,65.0,360.0,440.0,HB,18.0,90.0,5.0,370.0,40.5,160.0,9,0.49352088279797207
Syndiotactic Polystyrene (30% Glass),1.25,270.0,1.15,0.25,25.0,365.0,445.0,HB,20.0,60.0,18.0,380.0,38.0,140.0,9,0.5072483253175006
Syntactic Foam (Epoxy),0.6,,1.2,0.15,40.0,,,V-0,28.0,150.0,35.0,350.0,28.0,25.0,6,0.5827394828664781
Syntactic Foam (Silicone),0.5,,1.25,0.12,200.0,,450.0,V-1,30.0,100.0,40.0,480.0,22.0,30.0,7,0.5943312080747774
T-111 Tantalum Alloy,16.7,2980.0,0.14,54.0,6.7,,,Non,0.0,0.0,0.0,2980.0,0.0,0.0,7,0.6780063000897968
TNT (Trinitrotoluene),1.65,80.0,1.25,0.22,,,475.0,,,1000.0,5.0,240.0,15.0,,6,0.3498114040194737
TPO (Thermoplastic Olefin),0.9,160.0,2.0,0.22,110.0,330.0,360.0,HB,18.0,35.0,5.0,330.0,42.0,150.0,9,0.48220138626166775
TPO (Thermoplastic Polyolefin),0.95,,2.0,0.2,150.0,,380.0,HB,18.0,350.0,5.0,280.0,42.0,120.0,7,0.48917102444359845
TPU (Polyester Grade),1.2,180.0,1.8,0.2,150.0,340.0,380.0,HB,19.0,250.0,15.0,280.0,28.0,180.0,9,0.4606866131182912
TPU (Polyether Grade),1.15,170.0,1.9,0.19,160.0,330.0,375.0,HB,18.5,240.0,12.0,275.0,30.0,190.0,9,0.4559997456411778
TPV (Thermoplastic Vulcanizate),0.95,155.0,2.1,0.2,140.0,340.0,370.0,HB,18.5,45.0,8.0,340.0,41.0,140.0,9,0.487288971572782
TZM Molybdenum Alloy,10.2,2617.0,0.25,126.0,5.3,,,Non,0.0,0.0,0.0,2617.0,0.0,0.0,7,0.6536373298721248
Tallow,0.94,42.0,2.0,0.18,,260.0,,HB,15.0,680.0,3.0,260.0,39.5,420.0,8,0.32644681926682123
Tantalum,16.6,2996.0,0.14,57.0,6.3,,,Non,0.0,0.0,0.0,2996.0,0.0,0.0,7,0.6790804144795565
Tantalum (90/10),16.8,2950.0,0.14,55.0,6.5,,,Non,0.0,0.0,0.0,2950.0,0.0,0.0,7,0.6759923356089975
Tantalum Boride (TaB2),12.6,3040.0,0.18,22.0,7.5,,,Non,0.0,0.0,0.0,3040.0,0.0,0.0,7,0.6820342290513955
Tantalum Carbide,14.3,3880.0,0.15,22.0,6.3,,,Non,0.0,0.0,0.0,3880.0,0.0,0.0,7,0.7384252345137774
Tantalum Carbide (TaC),14.3,3880.0,0.15,22.0,6.3,,,Non,0.0,0.0,0.0,3880.0,0.0,0.0,7,0.7384252345137774
Tantalum Diboride (TaB2),11.9,3200.0,0.25,18.0,7.5,,,Non,0.0,0.0,0.0,3200.0,0.0,0.0,7,0.692775372948992
Tantalum Fiber,16.6,2996.0,0.14,57.0,6.5,,,Non,0.0,0.0,0.0,2996.0,0.0,0.0,7,0.6790804144795565
Tantalum Hafnium Carbide,12.5,3990.0,0.14,22.0,6.3,,,Non,0.0,0.0,0.0,3990.0,0.0,0.0,7,0.7458097709433751
Tantalum Hydride,15.1,1000.0,0.15,10.0,7.5,,,Non,0.0,0.0,0.0,1000.0,0.0,0.0,7,0.5450846443570397
Tantalum Nitride,14.3,3090.0,0.15,12.0,6.5,,,Non,0.0,0.0,0.0,3090.0,0.0,0.0,7,0.6853908365193945
Tantalum Pentoxide,8.2,1872.0,0.31,1.5,3.6,,,Non,0.0,0.0,0.0,1872.0,0.0,0.0,7,0.603623878598941
Tantalum Silicide,14.5,2500.0,0.18,12.0,7.5,,,Non,0.0,0.0,0.0,2500.0,0.0,0.0,7,0.6457828683970073
Tantalum Silicide (Ta5Si3),14.5,2500.0,0.18,12.0,7.5,,,Non,0.0,0.0,0.0,2500.0,0.0,0.0,7,0.6457828683970073
Tantalum-10% Tungsten,16.8,3030.0,0.14,50.0,6.4,,,Non,0.0,0.0,0.0,3030.0,0.0,0.0,7,0.6813629075577958
Tantalum-8W-2Hf,16.8,3000.0,0.14,52.0,6.6,,,Non,0.0,0.0,0.0,3000.0,0.0,0.0,7,0.6793489430769964
Tantalum-Tungsten (Ta-10W),16.8,3030.0,0.14,50.0,6.4,,,Non,0.0,0.0,0.0,3030.0,0.0,0.0,7,0.6813629075577958
Tefzel (ETFE Grade),1.7,270.0,1.95,0.24,94.0,475.0,500.0,V-0,31.0,18.0,0.0,470.0,14.0,10.0,9,0.5742119293991015
Tellurium,6.24,450.0,0.2,2.3,18.0,,,Non,0.0,0.0,0.0,450.0,0.0,0.0,7,0.5081619622090517
Tellurium (Metal),6.24,450.0,0.2,2.0,18.0,,,Non,0.0,0.0,0.0,450.0,0.0,0.0,7,0.5081619622090517
Tellurium Dioxide,5.67,733.0,0.35,3.0,18.0,,,Non,0.0,0.0,0.0,733.0,0.0,0.0,7,0.5271603604779256
Tellurium Hydride,0.006,-49.0,0.35,,,,,,0.0,-2.0,22.5,,,,4,0.3279173703739831
Tellurium Silicide,5.55,,0.25,6.0,15.5,,,Non,0.0,0.0,0.0,600.0,0.0,0.0,6,0.5709886591010728
Tempered Glass,2.5,,0.84,1.0,9.0,,,Non,0.0,0.0,0.0,1000.0,0.0,0.0,6,0.5866638687570019
Terbium (Pure),8.23,1356.0,0.18,11.0,10.3,,,Non,0.0,0.0,0.0,1356.0,0.0,0.0,7,0.5689836895291921
Terbium Boride (TbB6),5.5,2070.0,0.48,32.0,7.8,,,Non,0.0,0.0,0.0,2070.0,0.0,0.0,7,0.6169160441722167
Terbium Hexaboride (TbB6),5.45,2265.0,0.45,28.0,8.2,,,Non,0.0,0.0,0.0,2265.0,0.0,0.0,7,0.6300068132974124
Terbium Hydride,7.85,1000.0,0.28,4.9,10.5,,,Non,0.0,0.0,0.0,1000.0,0.0,0.0,7,0.5450846443570397
Terbium Oxide (Tb4O7),7.3,2340.0,0.35,10.0,10.0,,,Non,0.0,0.0,0.0,2340.0,0.0,0.0,7,0.6350417244994108
Terbium Silicide,7.45,1250.0,0.28,12.0,11.0,,,Non,0.0,0.0,0.0,1250.0,0.0,0.0,7,0.5618676816970344
Terracotta,2.1,1100.0,0.92,1.0,6.0,,,Non,0.0,0.0,0.0,1100.0,0.0,0.0,7,0.5517978592930376
Terrazzo (Epoxy Matrix),1.8,,1.1,0.5,35.0,,,V-0,28.0,120.0,20.0,300.0,25.0,20.0,6,0.5834491735996443
Tetrachloroethylene,1.62,-22.0,0.85,0.11,,,,,,0.0,121.0,0.0,,,4,0.3823911082911126
Tetrafluoroethylene,1.52,-142.0,1.05,0.12,,,,,,0.0,-76.0,0.0,,,4,0.2983940762706853
Tetrahydrofuran,0.89,-108.0,1.95,0.15,-14.0,321.0,,,,0.0,,32.5,,,4,0.40366906775618194
Tetranitromethane,1.64,14.0,1.1,0.15,,,,,,1000.0,0.0,126.0,0.0,,5,0.29189262415596917
Tetrazene,1.7,,1.2,0.15,,,140.0,,,1000.0,5.0,140.0,8.0,,5,0.31187064103053236
Thallium (Metal),11.85,304.0,0.13,46.0,28.0,,,Non,0.0,0.0,0.0,304.0,0.0,0.0,7,0.49836066840249493
Thallium Bromo-Iodide (KRS-5),7.37,415.0,0.15,0.5,58.0,,,Non,0.0,0.0,0.0,415.0,0.0,0.0,7,0.5058123369814524
Thallium Hydride,11.5,,0.15,1.0,25.0,,,Non,0.0,0.0,0.0,-50.0,0.0,0.0,6,0.5455164434101879
Thallium Silicide,10.5,,0.15,5.0,18.5,,,Non,0.0,0.0,0.0,350.0,0.0,0.0,6,0.5611916530661171
Thallium(I) Bromide,7.55,460.0,0.15,0.9,45.0,,,Non,0.0,0.0,0.0,460.0,0.0,0.0,7,0.5088332837026515
Thallium(I) Chloride,7.0,430.0,0.2,1.0,50.0,,,Non,0.0,0.0,0.0,430.0,0.0,0.0,7,0.5068193192218521
Thallium(I) Iodide,7.1,440.0,0.15,0.8,55.0,,,Non,0.0,0.0,0.0,440.0,0.0,0.0,7,0.5074906407154519
Thermoplastic Polyurethane (TPU),1.2,,1.7,0.25,150.0,,400.0,HB,21.0,400.0,15.0,280.0,30.0,150.0,7,0.48538516673466436
Thermoplastic Vulcanizate (TPV),0.95,,2.1,0.22,160.0,,360.0,HB,18.0,450.0,5.0,280.0,41.0,200.0,7,0.4495136844288593
Thorium Boride (ThB4),8.45,2200.0,0.25,25.0,8.5,,,Non,0.0,0.0,0.0,2200.0,0.0,0.0,7,0.6256432235890138
Thorium Dioxide,10.0,3300.0,0.24,14.0,9.1,,,Non,0.0,0.0,0.0,3300.0,0.0,0.0,7,0.69948858788499
